É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2024/09/24 01:33:07

,,,,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR
2018,12,17,23,0.0,1,4.5,1,1.0,êº,1
2018,12,17,24,0.0,1,4.3,1,0.7,êº,1
2018,12,18,1,0.0,1,4.0,1,0.8,ñkêº,1
2018,12,18,2,0.0,1,6.3,1,3.3,êº,1
2018,12,18,3,0.0,1,5.3,1,1.8,êº,1
2018,12,18,4,0.0,1,4.9,1,1.8,êº,1
2018,12,18,5,0.0,1,3.8,1,0.9,ñkêº,1
2018,12,18,6,0.0,1,2.8,1,0.4,ìÏìÏêº,1
2018,12,18,7,0.0,1,2.7,1,0.7,êºñkêº,1
2018,12,18,8,0.0,1,4.1,1,1.1,êº,1
2018,12,18,9,0.0,1,6.3,1,1.4,êº,1
2018,12,18,10,0.0,1,8.2,1,3.6,êºìÏêº,1
2018,12,18,11,0.0,1,9.4,1,4.4,êºìÏêº,1
2018,12,18,12,0.0,1,10.8,1,4.4,êº,1
2018,12,18,13,0.0,1,10.3,1,3.1,êºñkêº,1
2018,12,18,14,0.0,1,10.5,1,2.5,êºñkêº,1
2018,12,18,15,0.0,1,10.5,1,2.6,êº,1
2018,12,18,16,0.0,1,10.7,1,3.8,êº,1
2018,12,18,17,0.0,1,9.8,1,2.4,êºñkêº,1
2018,12,18,18,0.0,1,8.6,1,2.9,ñkêº,1
2018,12,18,19,0.0,1,7.6,1,2.2,êº,1
2018,12,18,20,0.0,1,6.8,1,1.3,êº,1
2018,12,18,21,0.0,1,6.1,1,1.3,êºñkêº,1
2018,12,18,22,0.0,1,5.4,1,1.1,êºñkêº,1
2018,12,18,23,0.0,1,5.5,1,0.8,ñkñkêº,1
2018,12,18,24,0.0,1,5.2,1,1.4,ñkêº,1
2018,12,19,1,0.0,1,3.5,1,1.6,ìÏìå,1
2018,12,19,2,0.0,1,3.1,1,1.6,ñkìå,1
2018,12,19,3,0.0,1,2.2,1,0.0,ê√â∏,1
2018,12,19,4,0.0,1,1.7,1,0.5,ìÏìå,1
2018,12,19,5,0.0,1,1.4,1,0.0,ê√â∏,1
2018,12,19,6,0.0,1,1.3,1,0.5,ñkñkìå,1
2018,12,19,7,0.0,1,0.9,1,0.4,ñkñkìå,1
2018,12,19,8,0.0,1,1.7,1,0.4,ñkñkìå,1
2018,12,19,9,0.0,1,3.6,1,0.2,ê√â∏,1
2018,12,19,10,0.0,1,9.0,1,3.5,êºìÏêº,1
2018,12,19,11,0.0,1,11.5,1,3.0,êºìÏêº,1
2018,12,19,12,0.0,1,12.4,1,5.3,êºìÏêº,1
2018,12,19,13,0.0,1,13.1,1,4.4,ìÏêº,1
2018,12,19,14,0.0,1,12.9,1,5.9,ìÏêº,1
2018,12,19,15,0.0,1,13.2,1,5.0,ìÏêº,1
2018,12,19,16,0.0,1,12.8,1,5.6,ìÏêº,1
2018,12,19,17,0.0,1,12.1,1,4.2,ìÏêº,1
2018,12,19,18,0.0,1,11.5,1,2.7,êºìÏêº,1
2018,12,19,19,0.0,1,10.9,1,2.2,ìÏêº,1
2018,12,19,20,0.0,1,9.5,1,1.4,ìÏêº,1
2018,12,19,21,0.0,1,8.9,1,1.2,êºìÏêº,1
2018,12,19,22,0.0,1,7.6,1,1.1,êº,1
2018,12,19,23,0.0,1,7.2,1,1.1,ñk,1
2018,12,19,24,0.0,1,6.9,1,1.0,ñk,1
2018,12,20,1,0.0,1,5.8,1,0.4,ñkêº,1
2018,12,20,2,0.0,1,5.9,1,0.1,ê√â∏,1
2018,12,20,3,0.0,1,5.8,1,1.0,ñkìå,1
2018,12,20,4,0.0,1,5.8,1,0.6,ñkìå,1
2018,12,20,5,0.0,1,5.7,1,1.3,ñkìå,1
2018,12,20,6,0.0,1,5.8,1,0.9,ñkìå,1
2018,12,20,7,0.0,1,6.0,1,1.0,ñkñkìå,1
2018,12,20,8,0.0,1,6.2,1,0.2,ê√â∏,1
2018,12,20,9,0.0,1,7.1,1,0.8,ìÏìå,1
2018,12,20,10,0.0,1,7.9,1,1.3,ñkñkìå,1
2018,12,20,11,0.0,1,8.0,1,1.9,ñkñkìå,1
2018,12,20,12,0.5,1,8.3,1,1.5,ìÏìÏìå,1
2018,12,20,13,0.0,1,8.8,1,0.4,ìÏ,1
2018,12,20,14,0.0,1,9.6,1,1.1,ñkìå,1
2018,12,20,15,0.0,1,10.2,1,0.6,ñkñkìå,1
2018,12,20,16,0.0,1,10.6,1,0.0,ê√â∏,1
2018,12,20,17,0.0,1,10.1,1,0.5,êºñkêº,1
2018,12,20,18,0.0,1,9.7,1,0.5,ñkêº,1
2018,12,20,19,0.0,1,9.5,1,0.0,ê√â∏,1
2018,12,20,20,0.0,1,9.0,1,0.2,ê√â∏,1
2018,12,20,21,0.0,1,8.3,1,0.8,ñkñkìå,1
2018,12,20,22,0.0,1,7.5,1,0.1,ê√â∏,1
2018,12,20,23,0.0,1,7.0,1,0.7,ñkìå,1
2018,12,20,24,0.0,1,6.2,1,0.2,ê√â∏,1
2018,12,21,1,0.0,1,5.9,1,0.5,ñkñkìå,1
2018,12,21,2,0.0,1,5.6,1,0.5,ñkìå,1
2018,12,21,3,0.0,1,5.6,1,1.3,ñkìå,1
2018,12,21,4,0.0,1,5.0,1,1.4,ñkñkìå,1
2018,12,21,5,0.0,1,4.5,1,1.1,ñkìå,1
2018,12,21,6,0.0,1,4.4,1,0.4,ìå,1
2018,12,21,7,0.0,1,4.2,1,0.2,ê√â∏,1
2018,12,21,8,0.0,1,4.5,1,1.0,ñkìå,1
2018,12,21,9,0.0,1,5.2,1,1.1,ñkìå,1
2018,12,21,10,0.0,1,6.2,1,1.3,ñkìå,1
2018,12,21,11,0.0,1,8.1,1,1.6,ìåñkìå,1
2018,12,21,12,0.0,1,11.1,1,2.3,ìå,1
2018,12,21,13,0.0,1,12.3,1,1.5,ìå,1
2018,12,21,14,0.0,1,12.7,1,1.8,ìå,1
2018,12,21,15,0.0,1,12.9,1,3.0,ìåñkìå,1
2018,12,21,16,0.0,1,12.3,1,1.0,ìå,1
2018,12,21,17,0.0,1,12.0,1,1.1,ìåñkìå,1
2018,12,21,18,0.5,1,11.4,1,1.3,ñkìå,1
2018,12,21,19,0.0,1,10.8,1,0.6,ìåñkìå,1
2018,12,21,20,0.5,1,10.5,1,1.6,ñkñkìå,1
2018,12,21,21,0.0,1,10.2,1,1.8,ñkñkìå,1
2018,12,21,22,0.0,1,10.3,1,1.1,ñk,1
2018,12,21,23,2.0,1,9.9,1,1.4,ñk,1
2018,12,21,24,0.0,1,10.1,1,2.0,ñkñkìå,1
2018,12,22,1,0.5,1,10.1,1,0.7,ñkìå,1
2018,12,22,2,1.0,1,9.8,1,0.3,ìåñkìå,1
2018,12,22,3,0.0,1,9.8,1,0.3,ìÏìå,1
2018,12,22,4,0.0,1,9.9,1,0.6,ñk,1
2018,12,22,5,0.0,1,10.0,1,0.0,ê√â∏,1
2018,12,22,6,0.0,1,10.1,1,1.2,ìÏìå,1
2018,12,22,7,0.0,1,10.1,1,0.7,ìÏìå,1
2018,12,22,8,0.0,1,10.4,1,0.2,ê√â∏,1
2018,12,22,9,0.0,1,11.0,1,0.9,êº,1
2018,12,22,10,0.0,1,11.7,1,0.6,êº,1
2018,12,22,11,0.0,1,12.3,1,0.9,êºìÏêº,1
2018,12,22,12,0.0,1,13.2,1,1.6,ìÏêº,1
2018,12,22,13,0.0,1,14.1,1,2.1,ìÏìÏêº,1
2018,12,22,14,0.0,1,14.7,1,2.1,ìÏìÏêº,1
2018,12,22,15,0.0,1,14.2,1,2.3,ìÏìÏêº,1
2018,12,22,16,0.5,1,14.2,1,1.0,ìÏ,1
2018,12,22,17,0.0,1,13.4,1,1.6,êºìÏêº,1
2018,12,22,18,0.0,1,12.7,1,0.2,ê√â∏,1
2018,12,22,19,0.0,1,11.8,1,0.0,ê√â∏,1
2018,12,22,20,0.0,1,11.6,1,1.5,ñkìå,1
2018,12,22,21,0.0,1,11.1,1,0.0,ê√â∏,1
2018,12,22,22,0.0,1,10.8,1,0.4,ìÏìå,1
2018,12,22,23,0.0,1,9.9,1,0.5,ñkìå,1
2018,12,22,24,0.0,1,9.6,1,0.0,ê√â∏,1
2018,12,23,1,0.0,1,8.8,1,0.0,ê√â∏,1
2018,12,23,2,0.0,1,9.0,1,1.1,ñkñkìå,1
2018,12,23,3,0.0,1,9.3,1,0.3,ñk,1
2018,12,23,4,0.0,1,9.3,1,0.1,ê√â∏,1
2018,12,23,5,0.0,1,9.3,1,0.4,ìåñkìå,1
2018,12,23,6,0.0,1,9.1,1,0.1,ê√â∏,1
2018,12,23,7,0.0,1,8.8,1,0.9,ñkìå,1
2018,12,23,8,0.0,1,9.0,1,1.0,ñkñkìå,1
2018,12,23,9,0.0,1,10.2,1,0.5,ìåñkìå,1
2018,12,23,10,0.0,1,11.9,1,0.8,ìåñkìå,1
2018,12,23,11,0.0,1,13.2,1,1.7,ñkìå,1
2018,12,23,12,0.0,1,13.4,1,1.3,ìåñkìå,1
2018,12,23,13,0.0,1,13.8,1,1.1,ìÏìÏêº,1
2018,12,23,14,0.0,1,13.4,1,1.8,ìÏêº,1
2018,12,23,15,0.0,1,13.0,1,2.3,ìÏêº,1
2018,12,23,16,0.0,1,12.8,1,1.8,êºìÏêº,1
2018,12,23,17,0.0,1,12.5,1,1.6,êºìÏêº,1
2018,12,23,18,0.0,1,12.0,1,1.1,êº,1
2018,12,23,19,0.0,1,11.7,1,1.7,êº,1
2018,12,23,20,0.0,1,12.1,1,2.7,ñkêº,1
2018,12,23,21,0.0,1,11.2,1,1.2,ñkêº,1
2018,12,23,22,0.0,1,10.4,1,2.0,ñkêº,1
2018,12,23,23,0.0,1,9.7,1,0.8,ìÏìÏêº,1
2018,12,23,24,0.0,1,8.8,1,1.0,êºìÏêº,1
2018,12,24,1,0.0,1,7.8,1,1.5,êº,1
2018,12,24,2,0.0,1,6.8,1,0.2,ê√â∏,1
2018,12,24,3,0.0,1,5.5,1,0.7,ìÏìå,1
2018,12,24,4,0.0,1,6.0,1,0.0,ê√â∏,1
2018,12,24,5,0.0,1,6.9,1,1.3,ñkêº,1
2018,12,24,6,0.0,1,6.4,1,0.2,ê√â∏,1
2018,12,24,7,0.0,1,6.2,1,1.1,êºñkêº,1
2018,12,24,8,0.0,1,7.4,1,2.1,ñkñkêº,1
2018,12,24,9,0.0,1,8.6,1,1.7,ñkñkìå,1
2018,12,24,10,0.0,1,9.7,1,1.3,ñkñkêº,1
2018,12,24,11,0.0,1,11.1,1,1.0,ìÏìÏêº,1
2018,12,24,12,0.0,1,10.7,1,1.0,ìåñkìå,1
2018,12,24,13,0.0,1,10.5,1,2.3,ñk,1
2018,12,24,14,0.0,1,11.1,1,1.3,ñkñkìå,1
2018,12,24,15,0.0,1,10.7,1,1.6,ñkñkìå,1
2018,12,24,16,0.0,1,10.0,1,1.4,ìåìÏìå,1
2018,12,24,17,0.0,1,9.6,1,1.4,ìåìÏìå,1
2018,12,24,18,0.0,1,9.2,1,1.2,ìåñkìå,1
2018,12,24,19,0.0,1,8.8,1,1.2,ìåìÏìå,1
2018,12,24,20,0.0,1,8.6,1,1.5,ñk,1
2018,12,24,21,0.0,1,7.3,1,1.2,ìåñkìå,1
2018,12,24,22,0.0,1,5.7,1,1.2,ìåñkìå,1
2018,12,24,23,0.0,1,5.1,1,0.6,ñk,1
2018,12,24,24,0.0,1,4.4,1,0.9,ìåñkìå,1
2018,12,25,1,0.0,1,3.5,1,0.7,ñkìå,1
2018,12,25,2,0.0,1,3.1,1,1.2,ñkìå,1
2018,12,25,3,0.0,1,2.5,1,1.0,ñkìå,1
2018,12,25,4,0.0,1,2.1,1,0.7,ñkñkìå,1
2018,12,25,5,0.0,1,1.7,1,0.8,ñkìå,1
2018,12,25,6,0.0,1,1.4,1,1.0,ñkìå,1
2018,12,25,7,0.0,1,1.2,1,0.2,ê√â∏,1
2018,12,25,8,0.0,1,1.5,1,1.3,ñkñkìå,1
2018,12,25,9,0.0,1,2.8,1,1.3,ñkìå,1
2018,12,25,10,0.0,1,5.3,1,0.6,ìåñkìå,1
2018,12,25,11,0.0,1,7.4,1,1.1,ñkìå,1
2018,12,25,12,0.0,1,9.5,1,0.9,ìÏìÏìå,1
2018,12,25,13,0.0,1,11.3,1,2.2,ìÏ,1
2018,12,25,14,0.0,1,11.5,1,3.0,ìÏ,1
2018,12,25,15,0.0,1,11.6,1,2.8,êºìÏêº,1
2018,12,25,16,0.0,1,11.3,1,2.5,êº,1
2018,12,25,17,0.0,1,10.1,1,1.6,ìå,1
2018,12,25,18,0.0,1,8.6,1,0.6,ìÏ,1
2018,12,25,19,0.0,1,7.5,1,1.0,ñkìå,1
2018,12,25,20,0.0,1,6.7,1,0.6,ñkñkìå,1
2018,12,25,21,0.0,1,6.0,1,1.0,ñkñkìå,1
2018,12,25,22,0.0,1,5.0,1,0.4,ìÏìå,1
2018,12,25,23,0.0,1,4.7,1,1.5,ñkñkìå,1
2018,12,25,24,0.0,1,4.0,1,0.9,ìåñkìå,1
2018,12,26,1,0.0,1,4.2,1,0.5,ìåñkìå,1
2018,12,26,2,0.0,1,4.8,1,1.1,ìåñkìå,1
2018,12,26,3,0.0,1,4.8,1,1.0,ñkìå,1
2018,12,26,4,0.0,1,5.1,1,0.4,ìåìÏìå,1
2018,12,26,5,0.0,1,5.4,1,2.0,ñkìå,1
2018,12,26,6,0.0,1,5.3,1,1.0,ìÏìÏìå,1
2018,12,26,7,0.0,1,5.4,1,0.1,ê√â∏,1
2018,12,26,8,0.0,1,5.8,1,0.2,ê√â∏,1
2018,12,26,9,0.0,1,6.0,1,0.2,ê√â∏,1
2018,12,26,10,0.0,1,6.7,1,0.5,ìÏìÏìå,1
2018,12,26,11,0.0,1,8.4,1,0.3,ìÏìå,1
2018,12,26,12,0.0,1,9.4,1,0.2,ê√â∏,1
2018,12,26,13,0.0,1,10.3,1,2.1,êºñkêº,1
2018,12,26,14,0.0,1,10.1,1,2.1,ìÏêº,1
2018,12,26,15,0.0,1,10.0,1,2.9,ìÏêº,1
2018,12,26,16,0.0,1,10.2,1,1.3,ìÏêº,1
2018,12,26,17,0.0,1,10.0,1,1.1,êºìÏêº,1
2018,12,26,18,0.0,1,9.6,1,0.4,êºñkêº,1
2018,12,26,19,0.0,1,9.4,1,0.8,êºñkêº,1
2018,12,26,20,0.0,1,8.9,1,0.8,ñkêº,1
2018,12,26,21,0.0,1,8.4,1,1.0,ñkêº,1
2018,12,26,22,0.0,1,8.1,1,1.3,êº,1
2018,12,26,23,0.0,1,7.9,1,0.9,ìÏêº,1
2018,12,26,24,0.0,1,7.5,1,0.0,ê√â∏,1
2018,12,27,1,0.0,1,6.9,1,0.0,ê√â∏,1
2018,12,27,2,0.0,1,7.6,1,1.2,ñk,1
2018,12,27,3,0.0,1,7.6,1,2.3,ñkñkêº,1
2018,12,27,4,0.0,1,7.2,1,1.3,ñkêº,1
2018,12,27,5,0.0,1,6.1,1,0.9,êºìÏêº,1
2018,12,27,6,0.0,1,5.6,1,1.1,ìÏìå,1
2018,12,27,7,0.0,1,5.3,1,1.0,êº,1
2018,12,27,8,0.0,1,5.6,1,0.3,êº,1
2018,12,27,9,0.0,1,7.0,1,2.2,êº,1
2018,12,27,10,0.0,1,8.8,1,3.2,êºìÏêº,1
2018,12,27,11,0.0,1,9.9,1,2.6,êº,1
2018,12,27,12,0.0,1,10.0,1,4.0,êº,1
2018,12,27,13,0.0,1,11.3,1,4.4,êºñkêº,1
2018,12,27,14,0.0,1,11.5,1,3.9,êºñkêº,1
2018,12,27,15,0.0,1,11.1,1,6.4,êºñkêº,1
2018,12,27,16,0.0,1,9.9,1,3.6,ñkêº,1
2018,12,27,17,0.0,1,8.1,1,3.5,êºñkêº,1
2018,12,27,18,0.0,1,6.8,1,2.9,êº,1
2018,12,27,19,0.0,1,6.3,1,2.8,êºìÏêº,1
2018,12,27,20,0.0,1,5.9,1,2.6,êºìÏêº,1
2018,12,27,21,0.0,1,5.7,1,3.6,êº,1
2018,12,27,22,0.0,1,5.4,1,2.1,êºñkêº,1
2018,12,27,23,0.0,1,4.9,1,2.0,êºñkêº,1
2018,12,27,24,0.0,1,4.4,1,3.5,êºìÏêº,1
2018,12,28,1,0.0,1,3.6,1,3.1,êºìÏêº,1
2018,12,28,2,0.0,1,3.1,1,2.0,êºìÏêº,1
2018,12,28,3,0.0,1,2.8,1,2.3,êºìÏêº,1
2018,12,28,4,0.0,1,2.4,1,2.3,êºìÏêº,1
2018,12,28,5,0.0,1,2.4,1,3.5,êºìÏêº,1
2018,12,28,6,0.0,1,2.1,1,3.2,êºìÏêº,1
2018,12,28,7,0.0,1,1.9,1,2.7,êºìÏêº,1
2018,12,28,8,0.0,1,2.2,1,3.5,êºìÏêº,1
2018,12,28,9,0.0,1,3.3,1,4.5,êº,1
2018,12,28,10,0.0,1,4.0,1,4.8,êº,1
2018,12,28,11,0.0,1,5.0,1,4.9,êºñkêº,1
2018,12,28,12,0.0,1,5.5,1,5.6,êºñkêº,1
2018,12,28,13,0.0,1,5.7,1,3.9,êº,1
2018,12,28,14,0.0,1,6.3,1,4.4,êº,1
2018,12,28,15,0.0,1,5.9,1,3.0,êºñkêº,1
2018,12,28,16,0.0,1,5.1,1,3.2,ñkêº,1
2018,12,28,17,0.0,1,4.1,1,2.6,ñkñkìå,1
2018,12,28,18,0.0,1,3.3,1,1.5,ñkñkìå,1
2018,12,28,19,0.0,1,3.0,1,0.7,ñkìå,1
2018,12,28,20,0.0,1,2.5,1,0.8,ìå,1
2018,12,28,21,0.0,1,2.3,1,1.1,êºñkêº,1
2018,12,28,22,0.0,1,1.4,1,0.9,êºìÏêº,1
2018,12,28,23,0.0,1,1.0,1,1.2,êºìÏêº,1
2018,12,28,24,0.0,1,0.4,1,1.2,êº,1
2018,12,29,1,0.0,1,0.0,1,1.2,êº,1
2018,12,29,2,0.0,1,-0.4,1,1.2,ìÏìÏêº,1
2018,12,29,3,0.0,1,-0.5,1,0.6,êºìÏêº,1
2018,12,29,4,0.0,1,-0.4,1,1.1,êºìÏêº,1
2018,12,29,5,0.0,1,-0.2,1,1.8,êº,1
2018,12,29,6,0.0,1,-0.7,1,0.7,êº,1
2018,12,29,7,0.0,1,0.8,1,2.4,êºìÏêº,1
2018,12,29,8,0.0,1,1.5,1,2.4,ìÏêº,1
2018,12,29,9,0.0,1,3.0,1,3.6,êºìÏêº,1
2018,12,29,10,0.0,1,4.5,1,5.4,êº,1
2018,12,29,11,0.0,1,5.7,1,4.2,êº,1
2018,12,29,12,0.0,1,4.6,1,6.3,êºìÏêº,1
2018,12,29,13,0.0,1,4.6,1,5.3,êºìÏêº,1
2018,12,29,14,0.0,1,5.3,1,5.6,êºìÏêº,1
2018,12,29,15,0.0,1,5.9,1,5.2,êºìÏêº,1
2018,12,29,16,0.0,1,6.2,1,3.4,êº,1
2018,12,29,17,0.0,1,5.3,1,3.3,ñkêº,1
2018,12,29,18,0.0,1,4.0,1,2.7,êºñkêº,1
2018,12,29,19,0.0,1,3.0,1,2.6,êº,1
2018,12,29,20,0.0,1,2.2,1,2.1,ìÏêº,1
2018,12,29,21,0.0,1,1.7,1,2.8,ìÏìÏêº,1
2018,12,29,22,0.0,1,1.3,1,1.8,ìÏêº,1
2018,12,29,23,0.0,1,1.0,1,2.0,ìÏêº,1
2018,12,29,24,0.0,1,0.9,1,2.0,ìÏêº,1
2018,12,30,1,0.0,1,0.7,1,1.9,ìÏìÏêº,1
2018,12,30,2,0.0,1,1.0,1,2.4,ìÏêº,1
2018,12,30,3,0.0,1,0.3,1,0.7,êºìÏêº,1
2018,12,30,4,0.0,1,0.4,1,1.4,êºìÏêº,1
2018,12,30,5,0.0,1,0.4,1,1.8,ìÏêº,1
2018,12,30,6,0.0,1,0.7,1,1.6,êºìÏêº,1
2018,12,30,7,0.0,1,-0.4,1,0.0,ê√â∏,1
2018,12,30,8,0.0,1,0.7,1,1.3,êºñkêº,1
2018,12,30,9,0.0,1,3.2,1,1.5,êºñkêº,1
2018,12,30,10,0.0,1,5.4,1,2.4,êº,1
2018,12,30,11,0.0,1,6.5,1,4.1,ñkêº,1
2018,12,30,12,0.0,1,7.4,1,4.9,êºñkêº,1
2018,12,30,13,0.0,1,8.5,1,3.6,ñkñkêº,1
2018,12,30,14,0.0,1,8.5,1,4.2,ñkêº,1
2018,12,30,15,0.0,1,8.3,1,3.5,ñkêº,1
2018,12,30,16,0.0,1,6.8,1,3.4,êºñkêº,1
2018,12,30,17,0.0,1,5.7,1,1.9,ñkêº,1
2018,12,30,18,0.0,1,4.6,1,1.8,ñkñkêº,1
2018,12,30,19,0.0,1,4.3,1,2.5,ñkêº,1
2018,12,30,20,0.0,1,3.7,1,1.5,ñkêº,1
2018,12,30,21,0.0,1,3.2,1,1.5,êºñkêº,1
2018,12,30,22,0.0,1,3.3,1,0.9,ñkñkìå,1
2018,12,30,23,0.0,1,2.8,1,0.6,ìåñkìå,1
2018,12,30,24,0.0,1,1.6,1,0.0,ê√â∏,1
2018,12,31,1,0.0,1,1.8,1,0.7,ñkñkìå,1
2018,12,31,2,0.0,1,2.6,1,1.0,ñkìå,1
2018,12,31,3,0.0,1,2.0,1,0.4,ñkêº,1
2018,12,31,4,0.0,1,2.2,1,0.9,êºìÏêº,1
2018,12,31,5,0.0,1,2.1,1,0.0,ê√â∏,1
2018,12,31,6,0.0,1,2.3,1,0.5,êºìÏêº,1
2018,12,31,7,0.0,1,2.3,1,1.0,êºñkêº,1
2018,12,31,8,0.0,1,1.9,1,1.3,ìåìÏìå,1
2018,12,31,9,0.0,1,3.5,1,0.6,ìåñkìå,1
2018,12,31,10,0.0,1,5.0,1,1.2,ñkñkìå,1
2018,12,31,11,0.0,1,6.7,1,1.5,ñkñkêº,1
2018,12,31,12,0.0,1,6.6,1,1.4,ñk,1
2018,12,31,13,0.0,1,7.2,1,0.7,ìÏìÏìå,1
2018,12,31,14,0.0,1,7.4,1,1.8,ìåñkìå,1
2018,12,31,15,0.0,1,7.4,1,2.4,ñkñkìå,1
2018,12,31,16,0.0,1,7.1,1,2.7,ñkñkìå,1
2018,12,31,17,0.0,1,6.6,1,1.2,ñk,1
2018,12,31,18,0.0,1,5.6,1,0.5,ñkìå,1
2018,12,31,19,0.0,1,3.7,1,0.4,ìåñkìå,1
2018,12,31,20,0.0,1,2.4,1,0.0,ê√â∏,1
2018,12,31,21,0.0,1,1.7,1,0.0,ê√â∏,1
2018,12,31,22,0.0,1,1.2,1,0.5,ñk,1
2018,12,31,23,0.0,1,0.6,1,0.9,ñkñkêº,1
2018,12,31,24,0.0,1,-0.2,1,0.5,ñkñkêº,1
